"","sample_size","pred_ICC","noise_ICC","gtm_beta","ve_pred","SA_incidence_day","SA_followup","auc_m_mixed_30","auc_m_lin_30","auc_m_lin_14","auc_m_lin_7","auc_m_lin_1"
"1",100,0.3,0.5,0.2,0.0382057869720494,0.01,0.1377,0.665344507204748,0.576311146274652,0.425640259983323,0.568402561550362,0.54103782774403
"2",200,0.3,0.5,0.2,0.0368462424702185,0.01,0.13775,0.652086590333543,0.559418479358311,0.557649816405256,0.55666349082328,0.47123340402307
"3",500,0.3,0.5,0.2,0.035477363231999,0.01,0.1357,0.657572407116414,0.558118286645502,0.556129545132812,0.550931509040103,0.465046963838478
"4",1000,0.3,0.5,0.2,0.0377391704589622,0.01,0.1332,0.651377763221542,0.56705287982747,0.565663866102422,0.558967955595338,0.546244910932782
"5",100,0.5,0.5,0.2,0.0376222463296157,0.01,0.127,0.635408661158428,0.581902456491349,0.581047222903224,0.578531046703034,0.558517718849319
"6",200,0.5,0.5,0.2,0.0367704976364218,0.01,0.13295,0.643967269623394,0.586032312465241,0.584925672412604,0.583185529198966,0.568143058124384
"7",500,0.5,0.5,0.2,0.0357086221270688,0.01,0.1302,0.643116585483126,0.588138716897092,0.585398909281995,0.58290871653209,0.556358556887267
"8",1000,0.5,0.5,0.2,0.0363646691423782,0.01,0.13565,0.64521538088807,0.590180013913893,0.58984158772749,0.583207104445491,0.560717645568705
"9",100,0.7,0.5,0.2,0.0379370759817741,0.01,0.1282,0.626006668614699,0.602667683310614,0.601552793579478,0.600476177024927,0.593960411445454
"10",200,0.7,0.5,0.2,0.0365550776574309,0.01,0.12825,0.62853572888918,0.603458216711815,0.60191531146823,0.599075774981254,0.587012839528285
"11",500,0.7,0.5,0.2,0.0381677909131401,0.01,0.12965,0.636503842683563,0.607656116128123,0.606669276681973,0.60472444826144,0.589733701318547
"12",1000,0.7,0.5,0.2,0.0365484782624576,0.01,0.12755,0.637886538767106,0.608303325988814,0.607369703407948,0.604440768871958,0.591158107540119
"13",100,0.3,0.5,0.2,0.0373951804644273,0.01,0.131,0.660732008001744,0.573601089372422,0.570541849761449,0.568922926236902,0.536828742944893
"14",200,0.3,0.5,0.2,0.0381166631600281,0.01,0.13585,0.65979175932424,0.566619238571809,0.563994078832481,0.563476123561117,0.465109667268899
"15",500,0.3,0.5,0.2,0.0378913732465542,0.01,0.1288,0.662600420917396,0.580016883613274,0.579958424102299,0.575217106852158,0.542953811592933
"16",1000,0.3,0.5,0.2,0.0363168653521797,0.01,0.1316,0.658154343268646,0.572568756738507,0.567160309267899,0.566202034467236,0.540187476608353
"17",100,0.5,0.5,0.2,0.0404066537087493,0.01,0.13535,0.63108236002574,0.589360758828282,0.587838750892237,0.584633838829214,0.568825355787213
"18",200,0.5,0.5,0.2,0.0374548772276438,0.01,0.13495,0.639951967116761,0.589032080852167,0.589136580023432,0.586032248649719,0.561840920000134
"19",500,0.5,0.5,0.2,0.0368502124058325,0.01,0.13155,0.636694550359264,0.588252164730063,0.585995328808441,0.58359988384826,0.564038945930331
"20",1000,0.5,0.5,0.2,0.0350090004343736,0.01,0.12975,0.639511965524645,0.588898931534659,0.588897603915643,0.585274998703723,0.555353637266798
"21",100,0.7,0.5,0.2,0.0332477449697436,0.01,0.13045,0.620168977728989,0.591287285257127,0.589538059899609,0.588405735629006,0.423027508233893
"22",200,0.7,0.5,0.2,0.0364116079879199,0.01,0.13245,0.62570656223166,0.594364477715406,0.593008531226165,0.590793107368129,0.575477512996463
"23",500,0.7,0.5,0.2,0.0387008237251356,0.01,0.12875,0.637048138421083,0.615927976823112,0.615730927541159,0.6135549464984,0.600131474018874
"24",1000,0.7,0.5,0.2,0.0397181164274665,0.01,0.13095,0.634400808589957,0.607719264935762,0.606783766769882,0.605771366044025,0.584140755612174
"25",100,0.3,0.5,0.2,0.0365692886990932,0.01,0.1327,0.653390657390814,0.564098821163021,0.565735789545489,0.561137665228433,0.536678331746507
"26",200,0.3,0.5,0.2,0.0354781542672634,0.01,0.13555,0.658767988304678,0.561163698679956,0.557094523995849,0.553672049999783,0.537450083655376
"27",500,0.3,0.5,0.2,0.0376870693450757,0.01,0.1337,0.651087457904007,0.563534605080031,0.56039105567981,0.556764107958825,0.468292728870572
"28",1000,0.3,0.5,0.2,0.0388576071152668,0.01,0.13395,0.655094808615578,0.572448829207453,0.567541345839057,0.558220987705267,0.532207643235733
"29",100,0.5,0.5,0.2,0.0377677714571358,0.01,0.12955,0.640090659475949,0.588591582075656,0.589421648137218,0.584344285407375,0.563326619761179
"30",200,0.5,0.5,0.2,0.037373255307334,0.01,0.13005,0.647581653579724,0.585454174066646,0.58367203957381,0.584053385336501,0.43233012442568
"31",500,0.5,0.5,0.2,0.0356128125567992,0.01,0.1285,0.645368246515977,0.585764635260084,0.582473734431153,0.579229782291444,0.554267451205289
"32",1000,0.5,0.5,0.2,0.0363997364046659,0.01,0.13325,0.640863756874996,0.590485106474737,0.591491149416824,0.587334319227133,0.565801416069356
"33",100,0.7,0.5,0.2,0.0365393272666401,0.01,0.12845,0.633859186347536,0.612136060758915,0.611514115994279,0.608274218210533,0.596093728954699
"34",200,0.7,0.5,0.2,0.0340189758435928,0.01,0.13245,0.622779877193174,0.400029579843183,0.40108379607073,0.400656076761174,0.419609196405555
"35",500,0.7,0.5,0.2,0.037895616564157,0.01,0.13145,0.639785809365539,0.612095690399094,0.611077514059957,0.609285440661944,0.58906412178865
"36",1000,0.7,0.5,0.2,0.036662530565233,0.01,0.13095,0.622110848308548,0.597036446270086,0.59625923984855,0.594989432340917,0.5773836376094
"37",100,0.3,0.5,0.3,0.0768535050335268,0.01,0.13465,0.718065981949782,0.399112523266673,0.404732981216653,0.410857669106398,0.438585271762131
"38",200,0.3,0.5,0.3,0.0799812318716255,0.01,0.13775,0.723513986587326,0.602243123016411,0.598812431466215,0.593062459899026,0.558719064571438
"39",500,0.3,0.5,0.3,0.0795544886441095,0.01,0.1377,0.720095447513615,0.599676311678424,0.59528162380672,0.589280078784928,0.562442559936136
"40",1000,0.3,0.5,0.3,0.0780644236077862,0.01,0.1385,0.719428207154403,0.592194716434306,0.586046992417519,0.583173215498244,0.554704865061579
"41",100,0.5,0.5,0.3,0.0786408718803058,0.01,0.13365,0.703166591641142,0.623820236267841,0.621866930414325,0.616557185168185,0.588706211408787
"42",200,0.5,0.5,0.3,0.0813468128607828,0.01,0.1316,0.70992533251736,0.632353889079598,0.628355522833109,0.625280473914271,0.597462830468819
"43",500,0.5,0.5,0.3,0.0817134495589179,0.01,0.13355,0.702329856134741,0.619295964971791,0.616781664481738,0.614979810458265,0.580789762103844
"44",1000,0.5,0.5,0.3,0.0774701445514585,0.01,0.13195,0.704888390057076,0.629279664315617,0.625539207036686,0.621924243609657,0.588318173877365
"45",100,0.7,0.5,0.3,0.0769813234141487,0.01,0.1239,0.693799824189411,0.652651962054921,0.650035784859214,0.649334658588138,0.627518556732892
"46",200,0.7,0.5,0.3,0.0789104986940978,0.01,0.12735,0.686173481792304,0.653792037682821,0.653676815896713,0.651537215809625,0.63012368118853
"47",500,0.7,0.5,0.3,0.0762004792956318,0.01,0.13115,0.689683277873631,0.650472301562884,0.649815546232849,0.647221201370959,0.637759477117678
"48",1000,0.7,0.5,0.3,0.0801134907388253,0.01,0.1245,0.692676562134914,0.652933900080986,0.651223365804477,0.648642477028945,0.628222095273883
"49",100,0.3,0.5,0.3,0.0788993618791093,0.01,0.1373,0.723512444359352,0.596413791799755,0.593281432254018,0.58979939832419,0.444806572226487
"50",200,0.3,0.5,0.3,0.079689338041614,0.01,0.1351,0.725850549352351,0.602423231085959,0.59777132403291,0.593450924808923,0.563209725815024
