"","sample_size","pred_ICC","noise_ICC","gtm_beta","ve_pred","SA_incidence_day","SA_followup","auc_m_mixed_30","auc_m_lin_30","auc_m_lin_14","auc_m_lin_7","auc_m_lin_1"
"1",100,0.3,0.5,0.2,0.038597655113914,0.01,0.1324,0.652075986253266,0.56583324708351,0.564907425791718,0.558959225314775,0.531242651164232
"2",200,0.3,0.5,0.2,0.0370100622702788,0.01,0.13535,0.670451600598066,0.578635211052722,0.575176833581672,0.567958089985331,0.451539053869785
"3",500,0.3,0.5,0.2,0.0384360081850403,0.01,0.13315,0.659077132159401,0.573263989253116,0.568190423148867,0.562889968669794,0.546305751034266
"4",1000,0.3,0.5,0.2,0.0366048183488886,0.01,0.1297,0.651891161167099,0.567564079442286,0.565225212285544,0.559474089231599,0.534226024058239
"5",100,0.5,0.5,0.2,0.0385132828146176,0.01,0.13205,0.642069286583198,0.595132394182991,0.594552210737957,0.59337340399432,0.572594575078801
"6",200,0.5,0.5,0.2,0.0378476994065875,0.01,0.12955,0.645107294583553,0.593608340699165,0.59393972682576,0.593200039760014,0.569003344089893
"7",500,0.5,0.5,0.2,0.0373696999032172,0.01,0.1341,0.640159209913463,0.587456927285665,0.586086098796907,0.582474376229618,0.565788137937549
"8",1000,0.5,0.5,0.2,0.0376271118994464,0.01,0.12555,0.65405368423071,0.595447268987027,0.593999641560528,0.590766625467385,0.56799338780803
"9",100,0.7,0.5,0.2,0.037089562357664,0.01,0.1294,0.632772954838976,0.610961841395881,0.611140709432288,0.390549175323498,0.403420005290026
"10",200,0.7,0.5,0.2,0.0378850403080838,0.01,0.13245,0.638912340508955,0.381935021372807,0.381835412609808,0.384145736259672,0.401445857284878
"11",500,0.7,0.5,0.2,0.0351498537466221,0.01,0.13115,0.628354401672691,0.60552809705266,0.604740911097409,0.603622289328946,0.59060892726518
"12",1000,0.7,0.5,0.2,0.036348622013623,0.01,0.12915,0.629867038173722,0.60496569726655,0.602813799302297,0.599930188828621,0.582726238081394
"13",100,0.3,0.5,0.2,0.0374623078399371,0.01,0.1316,0.652854132231735,0.431630392327516,0.568150742999413,0.564556191042811,0.468274415229777
"14",200,0.3,0.5,0.2,0.0366040852209391,0.01,0.13815,0.667683711870239,0.56653204531657,0.567061333477946,0.562596675320381,0.536829268088637
"15",500,0.3,0.5,0.2,0.0390635582932239,0.01,0.13585,0.653171195340775,0.572540113971568,0.57032660380318,0.565068135293086,0.536230165233027
