"","sample_size","pred_ICC","noise_ICC","gtm_beta","ve_pred","SA_incidence_day","SA_followup","auc_m_mixed_30","auc_m_lin_30","auc_m_lin_14","auc_m_lin_7","auc_m_lin_1"
"1",100,0.3,0.5,0.2,0.0386069457329711,0.01,0.1349,0.667831211696394,0.583231591262007,0.581139245093406,0.575416225185804,0.539260194354349
"2",200,0.3,0.5,0.2,0.0379309717963615,0.01,0.1318,0.660970413891757,0.575896620119211,0.573953986369855,0.569697021670101,0.540657764692896
"3",500,0.3,0.5,0.2,0.0376271754806409,0.01,0.13245,0.661567145709888,0.559871623102866,0.560386496324759,0.557574938842696,0.461956217785486
"4",1000,0.3,0.5,0.2,0.0356159241433528,0.01,0.13495,0.657378044334611,0.565665125717777,0.562197777416314,0.556938824821712,0.535348264309128
"5",100,0.5,0.5,0.2,0.0384847834726545,0.01,0.12735,0.658090084398513,0.398806879496563,0.401317147877049,0.404503743151682,0.424962097314663
"6",200,0.5,0.5,0.2,0.0359009263724969,0.01,0.1314,0.646926479348894,0.584178108228983,0.5831429785331,0.581423009838994,0.558189915026831
"7",500,0.5,0.5,0.2,0.0353865599359576,0.01,0.13455,0.644566074729062,0.589929929746113,0.586733250354528,0.581782789815786,0.567419097293064
"8",1000,0.5,0.5,0.2,0.0406106787768497,0.01,0.1282,0.648726070518524,0.605555465340657,0.603915358016571,0.60250836881159,0.574946508403531
"9",100,0.7,0.5,0.2,0.0364917698753102,0.01,0.13085,0.628050195656076,0.605316386872257,0.604876987797886,0.603243817595086,0.591360503871511
"10",200,0.7,0.5,0.2,0.036165562915947,0.01,0.12895,0.626138894864185,0.601811375488377,0.602254629425281,0.598899302854889,0.589198463030872
"11",500,0.7,0.5,0.2,0.0373344132102822,0.01,0.13005,0.628932687981696,0.600638972359497,0.600555305327226,0.597740306277625,0.586383221896689
"12",1000,0.7,0.5,0.2,0.0357430879200634,0.01,0.1289,0.630323714685972,0.602801166917349,0.602357232036647,0.600874549011512,0.579382035174646
"13",100,0.3,0.5,0.2,0.0374549199949865,0.01,0.1323,0.658653589160862,0.57045005563491,0.566790205970089,0.560698181766369,0.535998984490392
"14",200,0.3,0.5,0.2,0.0359590109933983,0.01,0.12765,0.650291197867176,0.560003764533871,0.56108883336076,0.558138594513432,0.457236212520927
"15",500,0.3,0.5,0.2,0.0370915751758193,0.01,0.13755,0.656974316566086,0.560369402535962,0.557156357295764,0.552219224432002,0.544396489583544
"16",1000,0.3,0.5,0.2,0.0372691210293932,0.01,0.1339,0.667908469922982,0.564597437175313,0.56394678241424,0.558048237388681,0.536389916490379
"17",100,0.5,0.5,0.2,0.0361229662738907,0.01,0.1313,0.648806425578203,0.595022631882725,0.405435863178323,0.407504183869625,0.572927748041096
"18",200,0.5,0.5,0.2,0.0360935288236525,0.01,0.1344,0.640798173526765,0.592989402567344,0.58966191375958,0.585511326808643,0.560088367605151
"19",500,0.5,0.5,0.2,0.0376744337695952,0.01,0.13205,0.653028446825014,0.592923342559263,0.590910441553961,0.587279734981571,0.567910765656593
"20",1000,0.5,0.5,0.2,0.0362285549303237,0.01,0.13115,0.64241247953045,0.592126199522299,0.588058462796153,0.585478916490157,0.56933421296779
"21",100,0.7,0.5,0.2,0.0401445349881523,0.01,0.1316,0.631304934609664,0.611731041772241,0.609678833918772,0.608349471367355,0.599017555514517
"22",200,0.7,0.5,0.2,0.0400956987296963,0.01,0.128,0.639175725085665,0.618014995502718,0.618058938367845,0.615996049719516,0.598071503280833
"23",500,0.7,0.5,0.2,0.0378915155559686,0.01,0.1302,0.627226517965663,0.600621699805784,0.600652071716448,0.59900508478142,0.580279701435086
"24",1000,0.7,0.5,0.2,0.0393175735453891,0.01,0.1289,0.635463190351657,0.615589087389846,0.613960692120643,0.609431923824709,0.586697151225949
"25",100,0.3,0.5,0.2,0.0366647968026557,0.01,0.13755,0.650512264884596,0.566599022876661,0.565216611744154,0.559801978266762,0.452670513627732
"26",200,0.3,0.5,0.2,0.0380603284079678,0.01,0.13365,0.657615774885253,0.567373539212475,0.568047716619476,0.565557155676354,0.540897421155138
"27",500,0.3,0.5,0.2,0.0370875108462927,0.01,0.13185,0.648822415697983,0.565626190876558,0.564026413062439,0.556829233456616,0.534125047669415
"28",1000,0.3,0.5,0.2,0.0368399535434138,0.01,0.1361,0.657258768848403,0.566190558286915,0.563763447089923,0.559974271810401,0.539138202208538
"29",100,0.5,0.5,0.2,0.0366564260208992,0.01,0.1321,0.644565904974413,0.58458944817533,0.581368872835387,0.577684709490682,0.554017818832415
"30",200,0.5,0.5,0.2,0.0357698777103063,0.01,0.13205,0.652274134407601,0.593364669388148,0.590140591638404,0.586807760426521,0.430325289341565
"31",500,0.5,0.5,0.2,0.0371109218409033,0.01,0.1367,0.64207865429853,0.586826298677395,0.586441806478832,0.583300544928558,0.55688157595664
"32",1000,0.5,0.5,0.2,0.038873085746206,0.01,0.13205,0.648562753050716,0.599501069600337,0.597282751032636,0.593193238309935,0.567652971938411
"33",100,0.7,0.5,0.2,0.0340408067217737,0.01,0.13125,0.619890096944448,0.589945312395705,0.589059765006844,0.587534004999793,0.576141589820237
"34",200,0.7,0.5,0.2,0.0382262902610992,0.01,0.1287,0.633253300823853,0.606104412461687,0.606577585811464,0.605840196473696,0.598773381548331
"35",500,0.7,0.5,0.2,0.0374714423031721,0.01,0.13055,0.636594906422471,0.608692761548048,0.606364601025534,0.605364248739454,0.590887335544233
"36",1000,0.7,0.5,0.2,0.0399564821151664,0.01,0.1342,0.640041789115451,0.609994907551745,0.60945951527429,0.608712683136845,0.599397528444813
"37",100,0.3,0.5,0.3,0.0814063022660679,0.01,0.13045,0.724318044923207,0.612590363836519,0.604743680684367,0.598482997467903,0.556342995888927
"38",200,0.3,0.5,0.3,0.0803410454580775,0.01,0.13925,0.72123389485062,0.606329101697224,0.600135769164417,0.594847571486358,0.556674403102045
"39",500,0.3,0.5,0.3,0.083851423623367,0.01,0.13455,0.733904396454221,0.602437559678854,0.597886898209663,0.593018745587064,0.564311763740074
"40",1000,0.3,0.5,0.3,0.077754300529648,0.01,0.1353,0.719676180057789,0.599101101400091,0.596726870508877,0.590452454037922,0.554957061996971
"41",100,0.5,0.5,0.3,0.0768002070208547,0.01,0.1338,0.705417834576634,0.624756827242883,0.621994741376509,0.620737785386604,0.592012039991317
"42",200,0.5,0.5,0.3,0.0834172373574501,0.01,0.1283,0.711822811482421,0.63882309132804,0.637355297046233,0.635220905336439,0.601282719499915
"43",500,0.5,0.5,0.3,0.0770830859572793,0.01,0.13165,0.702708060312376,0.628284396008916,0.625050716430032,0.622956683744669,0.589223873806417
"44",1000,0.5,0.5,0.3,0.0810827177050787,0.01,0.1286,0.711111416874244,0.637582866757304,0.634562512167817,0.632956459680041,0.606040201823871
"45",100,0.7,0.5,0.3,0.0777457629705809,0.01,0.1277,0.686446903097913,0.646551937343176,0.644384076483441,0.64260152905997,0.621275348745684
"46",200,0.7,0.5,0.3,0.077857345464639,0.01,0.1304,0.691236473387598,0.652815569600886,0.651645936309862,0.651191466565821,0.62361721092295
"47",500,0.7,0.5,0.3,0.078810643418702,0.01,0.12715,0.695458665971288,0.661577675604555,0.662168412126075,0.659446785914384,0.636841836936378
"48",1000,0.7,0.5,0.3,0.0789534607138171,0.01,0.13225,0.683714408772045,0.64613386270011,0.644937922858474,0.641692464915208,0.617669496358302
"49",100,0.3,0.5,0.3,0.0807591961922694,0.01,0.1374,0.719975674801391,0.600732095674746,0.60155603517304,0.597989373696885,0.557955489667099
"50",200,0.3,0.5,0.3,0.0806704784413738,0.01,0.1336,0.723627902748889,0.604681997961919,0.601820563387545,0.597118671449213,0.561825712364845
"51",500,0.3,0.5,0.3,0.0799674216609925,0.01,0.1343,0.71667486255354,0.590946747846749,0.587237970783922,0.582252869563614,0.553623856540514
"52",1000,0.3,0.5,0.3,0.0776604352444494,0.01,0.13805,0.714793695271645,0.594985761550784,0.591875549538241,0.584827272788697,0.555856212247198
"53",100,0.5,0.5,0.3,0.0758479503594786,0.01,0.13375,0.704972289369102,0.622915692653912,0.620657327774192,0.618049997383248,0.407956666608517
"54",200,0.5,0.5,0.3,0.0822289181118496,0.01,0.13065,0.710373925113259,0.631859674620194,0.630973862465645,0.6263955520975,0.595655224780606
"55",500,0.5,0.5,0.3,0.0796110654740592,0.01,0.13335,0.70313452020745,0.628155321104734,0.627028749004836,0.621313346315315,0.589019518002389
"56",1000,0.5,0.5,0.3,0.0780048190122425,0.01,0.13145,0.708056922685333,0.630486887846569,0.62871511984167,0.620996544092617,0.594468679630605
"57",100,0.7,0.5,0.3,0.0797844840125995,0.01,0.12965,0.687925141028386,0.652773963207663,0.653382505908646,0.649861274844199,0.633015596690086
