"","sample_size","pred_ICC","noise_ICC","gtm_beta","ve_pred","SA_incidence_day","SA_followup","auc_m_mixed_30","auc_m_lin_30","auc_m_lin_14","auc_m_lin_7","auc_m_lin_1"
"1",100,0.3,0.5,0.2,0.0370686944361734,0.01,0.13475,0.659549832591474,0.575570381736419,0.577486080164415,0.572039263394186,0.545593093537798
"2",200,0.3,0.5,0.2,0.0366587526169562,0.01,0.1357,0.656117373799986,0.566771044611628,0.561278226140837,0.554563976439022,0.533672274861985
"3",500,0.3,0.5,0.2,0.0362870338140052,0.01,0.1324,0.658606660413477,0.560244146243866,0.560816073076666,0.555250938630855,0.537762664214764
"4",1000,0.3,0.5,0.2,0.0372434685070996,0.01,0.138,0.641356544362987,0.56293744107795,0.559613294325806,0.554998086785347,0.525896812998627
"5",100,0.5,0.5,0.2,0.0366998164837247,0.01,0.12985,0.645943919382823,0.411430727132429,0.413702700456237,0.416533942183661,0.431591633373342
"6",200,0.5,0.5,0.2,0.0395623762946268,0.01,0.1289,0.644946356807169,0.594931299993437,0.593414145901602,0.588161580214125,0.561837112070568
"7",500,0.5,0.5,0.2,0.03720972908523,0.01,0.13185,0.644632463114685,0.584620647125231,0.58475944507459,0.58291708251699,0.558993282110592
"8",1000,0.5,0.5,0.2,0.0393728977100977,0.01,0.1293,0.649833767450383,0.598129995684077,0.597842086441823,0.593325704420745,0.571830100499414
"9",100,0.7,0.5,0.2,0.0361337096763366,0.01,0.13085,0.632464006143577,0.610872398882275,0.608657643734692,0.607823917475216,0.590410771000876
"10",200,0.7,0.5,0.2,0.0365703288512198,0.01,0.13075,0.625288788147878,0.603929279417958,0.60376068455888,0.601515140222434,0.588366155527154
"11",500,0.7,0.5,0.2,0.038754489602929,0.01,0.13065,0.634536621029189,0.609485222332893,0.609725641980007,0.609021937489102,0.593187291253242
"12",1000,0.7,0.5,0.2,0.0400734496703084,0.01,0.12735,0.638879639809649,0.618979602368157,0.61895262980725,0.616858034869372,0.60049176731691
"13",100,0.3,0.5,0.2,0.0390064055947618,0.01,0.12645,0.656421271382971,0.570311512632678,0.432345619391644,0.435398670699567,0.466874699886088
"14",200,0.3,0.5,0.2,0.0373220745579822,0.01,0.1344,0.654657715362222,0.564788703915483,0.562864378589092,0.561487552150201,0.465976724689011
