"","sample_size","pred_ICC","noise_ICC","gtm_beta","ve_pred","SA_incidence_day","SA_followup","auc_m_mixed_30","auc_m_lin_30","auc_m_lin_14","auc_m_lin_7","auc_m_lin_1"
"1",100,0.3,0.5,0.2,0.0378740913364245,0.01,0.13505,0.653180009430555,0.565237657193781,0.56242272778276,0.559462423589926,0.532816876888586
"2",200,0.3,0.5,0.2,0.0361954536714576,0.01,0.138,0.651067015681294,0.556129425670064,0.551923644481045,0.54746877028243,0.529499791987103
"3",500,0.3,0.5,0.2,0.03521139226605,0.01,0.133,0.65115903184118,0.562085147578939,0.559309380344272,0.553835956426127,0.532643634595149
"4",1000,0.3,0.5,0.2,0.035491222884175,0.01,0.1363,0.661458777607622,0.56328857309762,0.559999970786827,0.556346062455314,0.53732112467702
"5",100,0.5,0.5,0.2,0.0368205596184807,0.01,0.13275,0.634138970405729,0.584853754303793,0.583509684543941,0.577287616681985,0.557924863074665
"6",200,0.5,0.5,0.2,0.0364897479564451,0.01,0.13125,0.645081376952104,0.591959449547508,0.590963248898047,0.586265234568665,0.570700620324592
"7",500,0.5,0.5,0.2,0.0358656769268069,0.01,0.1317,0.650635060241714,0.586242593657326,0.585386367207263,0.585347231214866,0.560060844957574
"8",1000,0.5,0.5,0.2,0.0369297454502993,0.01,0.136,0.645757284160915,0.58691673263085,0.586839817784661,0.586274640304831,0.5695915216188
"9",100,0.7,0.5,0.2,0.0388111132342866,0.01,0.1321,0.628323337756379,0.606503438276016,0.605591587566598,0.604437232976777,0.594150342142789
"10",200,0.7,0.5,0.2,0.0369048497316224,0.01,0.1269,0.635211898637874,0.607919703806549,0.606761961777212,0.602586225226213,0.594320284941862
"11",500,0.7,0.5,0.2,0.0380670068227739,0.01,0.1281,0.629484318049968,0.598785374723095,0.599873286898135,0.597741323505207,0.576446934989712
"12",1000,0.7,0.5,0.2,0.0365221780106672,0.01,0.1305,0.635294462615145,0.608381080196884,0.606516298453261,0.603176030420004,0.595581429312544
"13",100,0.3,0.5,0.2,0.0376073627083678,0.01,0.13335,0.652086850089514,0.559924839595061,0.556503593210677,0.553666874917204,0.533090862259974
"14",200,0.3,0.5,0.2,0.0368683175792058,0.01,0.13105,0.661031758579298,0.56462153370303,0.56277365929986,0.560949497432085,0.53024665003846
"15",500,0.3,0.5,0.2,0.0372039808556237,0.01,0.1353,0.658618705817763,0.575677520763945,0.569914117915569,0.564702401614127,0.533703606711088
"16",1000,0.3,0.5,0.2,0.0366616067937982,0.01,0.1345,0.653053419288371,0.564199523707265,0.559497204756883,0.558449674882127,0.540106288845836
"17",100,0.5,0.5,0.2,0.0340270173266596,0.01,0.1328,0.642262636909737,0.582680519440686,0.583304343443897,0.582465749222567,0.56436913439516
"18",200,0.5,0.5,0.2,0.0368484247527255,0.01,0.13355,0.644839382479424,0.590169771639685,0.588381823086879,0.583849402137355,0.561312947137181
"19",500,0.5,0.5,0.2,0.0355228181924995,0.01,0.12865,0.642452129793914,0.590182093089443,0.587038823309668,0.584670782317349,0.569157415094829
"20",1000,0.5,0.5,0.2,0.0353586604461216,0.01,0.1338,0.637832790403952,0.583941596769866,0.582674719620489,0.580931786841104,0.561534150736996
"21",100,0.7,0.5,0.2,0.0360023090523871,0.01,0.1314,0.626882348252116,0.604956215897894,0.604767816375267,0.603209188273898,0.586251242035562
"22",200,0.7,0.5,0.2,0.0392213423003308,0.01,0.12825,0.638871813288429,0.618076651876763,0.618076971431539,0.384063977056339,0.400484230474218
"23",500,0.7,0.5,0.2,0.036525056782149,0.01,0.1318,0.635401690281277,0.606107649434422,0.606061492208952,0.605598145562598,0.591356532973408
"24",1000,0.7,0.5,0.2,0.0367647134962174,0.01,0.13185,0.623635333334987,0.598472854905078,0.598713053336975,0.596526999829279,0.577335975904755
"25",100,0.3,0.5,0.2,0.0376202514535266,0.01,0.13055,0.66639493951253,0.571670573622646,0.570029861228083,0.562324535140758,0.539532779498637
"26",200,0.3,0.5,0.2,0.0368674926108746,0.01,0.13305,0.658987450397648,0.567972371054064,0.566017733659085,0.558979924010482,0.542450670742771
"27",500,0.3,0.5,0.2,0.0399416527872243,0.01,0.13195,0.657430417012501,0.572329493495759,0.573313653194712,0.569037091120169,0.543837694402647
"28",1000,0.3,0.5,0.2,0.03750579564027,0.01,0.13255,0.671257621920747,0.578600414498155,0.576323725828236,0.573333043896164,0.535912652685642
"29",100,0.5,0.5,0.2,0.0361212176306376,0.01,0.1324,0.652795581292129,0.601771507648428,0.598968038607099,0.594742640750922,0.570200596362339
"30",200,0.5,0.5,0.2,0.0361458021286704,0.01,0.134,0.648035347192954,0.590536021068986,0.588520892198903,0.585065194996552,0.565507751520694
"31",500,0.5,0.5,0.2,0.0369637474605374,0.01,0.1301,0.64302194467081,0.588564009724191,0.587676236346343,0.582766716952757,0.561276463470421
"32",1000,0.5,0.5,0.2,0.0390905940731568,0.01,0.13165,0.647538300536407,0.594044071449387,0.592086934486796,0.588874122550959,0.570721642488684
